GPS latitude,GPS longitude,GPS altitude,GPS speed,GPS accuracy,GPS orientation,GPS satellites In range,Time since start,Date,Accelerometer X,Accelerometer Y,Accelerometer Z,Gravity X,Gravity Y,Gravity Z,Gyroscope (Yaw),Gyroscope (Pitch),Gyroscope (Roll),Magnetic field X,Magnetic field Y,Magnetic field Z,Orientation (Yaw),Orientation (Pitch),Orientation (Roll),GNSS valid,Indicated vehicle speed,Yaw rate,Indicated longitudinal acceleration,Indicated lateral acceleration
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,21100.0,2019-09-08 11:07:40:646,-0.732200,0.082400,9.849400,0.000400,0.012900,9.806600,-0.0735000,-0.0355000,0.0025000,-12.810,-27.870,32.810,349.690,-82.480,-167.660,1,58.838,-2.13000,-1.250000,-0.607592
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,21200.0,2019-09-08 11:07:40:746,0.215800,-0.658500,9.470000,0.003100,-0.007500,9.806600,0.0291000,-0.0291000,0.0008000,-13.000,-27.750,32.190,348.810,-82.500,-167.810,1,59.004,3.55000,0.461111,1.015511
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,21300.0,2019-09-08 11:07:40:846,0.732100,-0.190500,9.894500,-0.002700,0.007400,9.806600,0.0394000,-0.0110000,-0.0021000,-13.000,-27.750,32.190,348.770,-82.540,-167.850,1,59.123,3.07000,0.330556,0.879974
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,21400.0,2019-09-08 11:07:40:946,0.490500,1.223200,10.005200,-0.003800,0.021700,9.806600,0.0964000,-0.0692000,0.0706000,-13.190,-27.500,32.250,348.730,-82.580,-167.930,1,59.051,-8.90000,-0.200000,-2.547957
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,21500.0,2019-09-08 11:07:41:046,1.051600,-0.758700,10.060300,-0.007400,-0.000600,9.806600,0.0131000,0.0818000,-0.0819000,-13.560,-27.750,32.310,347.730,-82.690,-167.300,1,59.368,11.01000,0.880556,3.168944
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,21600.0,2019-09-08 11:07:41:146,0.503600,0.221900,9.696700,0.014600,0.005600,9.806600,-0.0818000,-0.0621000,0.0486000,-12.500,-27.750,32.130,349.910,-82.740,-168.410,1,59.292,-7.46000,-0.211111,-2.144420
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,21700.0,2019-09-08 11:07:41:245,0.745700,0.273700,9.647300,0.009600,-0.004200,9.806600,-0.0260000,0.0696000,-0.0948000,-13.190,-28.000,31.940,348.070,-82.730,-168.510,1,59.213,-5.56000,-0.219444,-1.596124
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,21800.0,2019-09-08 11:07:41:346,0.408000,-0.987100,9.782700,0.008400,-0.014000,9.806600,-0.1252000,-0.0050000,-0.0162000,-13.060,-27.560,32.440,346.940,-82.750,-169.530,1,59.015,8.19000,-0.550000,2.343264
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,21900.0,2019-09-08 11:07:41:446,0.322800,-0.799600,9.097100,-0.006600,-0.004800,9.806600,-0.1513000,0.0642000,-0.0761000,-12.250,-28.120,32.500,349.230,-82.690,-169.610,1,58.756,-4.96000,-0.719444,-1.412891
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,22000.0,2019-09-08 11:07:41:545,0.415600,-1.287200,9.728500,-0.000400,-0.002600,9.806600,0.0490000,-0.0275000,-0.0220000,-12.620,-28.120,32.880,347.600,-82.700,-169.570,1,59.375,3.20000,1.719444,0.921146
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,22100.0,2019-09-08 11:07:41:645,0.399100,0.241200,11.195800,0.001900,-0.008800,9.806600,0.0013000,0.0076000,-0.0475000,-12.870,-27.940,32.630,347.780,-82.740,-169.410,1,58.342,-3.32000,-2.869444,-0.939062
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,22200.0,2019-09-08 11:07:41:746,0.090700,0.397100,9.643300,-0.001700,-0.004100,9.806600,-0.0642000,-0.0427000,0.0055000,-13.000,-27.750,32.310,346.520,-82.820,-169.910,1,58.788,-7.86000,1.238889,-2.240196
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,22300.0,2019-09-08 11:07:41:845,0.512200,0.044400,9.904300,-0.015800,0.031000,9.806600,0.0293000,0.0152000,-0.0290000,-12.940,-27.560,32.440,347.180,-82.870,-169.330,1,58.061,-1.46000,-2.019444,-0.410972
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,22400.0,2019-09-08 11:07:41:946,0.453600,-1.868900,10.738500,0.015200,-0.051500,9.806500,-0.0829000,0.0733000,0.0416000,-12.620,-27.440,32.000,346.910,-82.930,-169.640,1,58.532,1.60000,1.308333,0.454034
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,22500.0,2019-09-08 11:07:42:046,1.568800,-0.618600,8.778300,0.008500,-0.032800,9.806500,-0.2165000,-0.0760000,-0.0140000,-13.000,-27.870,31.940,346.820,-82.790,-169.640,1,58.896,4.63000,1.011111,1.322031
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,22600.0,2019-09-08 11:07:42:145,0.005700,1.879300,10.146900,-0.020500,0.027400,9.806500,-0.0111000,-0.0990000,0.0477000,-13.190,-28.190,31.500,348.990,-83.150,-167.760,1,59.515,0.66000,1.719444,0.190434
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,22700.0,2019-09-08 11:07:42:245,0.872300,-0.096900,9.549100,-0.015300,-0.019700,9.806600,-0.0355000,0.0164000,0.0484000,-13.440,-28.310,31.940,350.230,-83.110,-166.650,1,59.591,-2.96000,0.211111,-0.855160
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,22800.0,2019-09-08 11:07:42:345,0.671500,0.279400,9.532200,-0.001900,-0.035900,9.806500,-0.1493000,-0.0032000,0.0160000,-13.750,-28.370,31.750,349.310,-82.900,-165.930,1,59.976,-0.94000,1.069444,-0.273326
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,22900.0,2019-09-08 11:07:42:445,0.750900,-0.883800,9.479300,-0.031000,0.023600,9.806500,0.0634000,0.0126000,0.0479000,-13.810,-28.190,32.310,351.200,-82.820,-164.230,1,60.037,3.10000,0.169444,0.902310
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,23000.0,2019-09-08 11:07:42:546,1.200900,-1.508800,9.984100,0.000200,-0.046100,9.806500,0.1405000,0.0865000,0.0071000,-13.620,-28.190,32.250,352.770,-82.940,-162.840,1,60.055,-4.57000,0.050000,-1.330578
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,23100.0,2019-09-08 11:07:42:646,0.000200,0.242000,9.312500,0.003300,-0.059000,9.806400,-0.1630000,0.0060000,0.0493000,-13.310,-28.440,31.380,356.420,-82.770,-160.430,1,59.558,-3.15000,-1.380556,-0.909548
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,23200.0,2019-09-08 11:07:42:745,0.320900,0.947100,9.354200,-0.031200,0.036600,9.806400,-0.0234000,0.0137000,0.0309000,-13.440,-28.000,31.630,358.360,-82.760,-159.350,1,60.127,0.71000,1.580556,0.206968
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,23300.0,2019-09-08 11:07:42:845,2.655900,-1.623000,10.179300,-0.043100,0.046600,9.806400,-0.1006000,-0.0152000,0.0217000,-14.440,-27.870,32.310,0.240,-82.870,-156.160,1,59.854,-3.40000,-0.758333,-0.986613
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,23400.0,2019-09-08 11:07:42:945,-0.449400,-2.209100,10.164500,-0.002500,-0.060300,9.806500,-0.1843000,-0.0278000,0.0854000,-14.560,-27.620,31.940,359.100,-82.720,-155.690,1,59.695,-5.39000,-0.441667,-1.559917
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,23500.0,2019-09-08 11:07:43:045,-1.552200,-1.093100,9.362500,0.013900,-0.005200,9.806600,0.2720000,0.1026000,-0.0698000,-14.870,-27.500,31.940,359.060,-82.420,-155.720,1,60.059,7.08000,1.011111,2.061514
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,23600.0,2019-09-08 11:07:43:145,0.933000,-1.074100,9.975300,0.007200,0.017300,9.806600,0.2362000,0.0182000,-0.0758000,-13.620,-27.690,32.130,359.910,-82.590,-156.450,1,60.296,-1.51000,0.658333,-0.441408
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,23700.0,2019-09-08 11:07:43:245,1.058800,-0.783200,10.485900,0.010900,-0.011700,9.806600,-0.2306000,-0.0288000,0.0258000,-14.560,-27.250,32.000,357.700,-82.740,-156.950,1,60.487,-6.37000,0.530556,-1.867998
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,23800.0,2019-09-08 11:07:43:346,0.145900,-0.556000,10.152400,-0.001400,0.019800,9.806600,-0.1929000,0.0756000,-0.0626000,-14.250,-27.750,31.190,358.290,-82.780,-157.220,1,60.718,9.85000,0.641667,2.899536
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,23900.0,2019-09-08 11:07:43:446,0.136600,-0.275900,9.373900,-0.009500,0.041300,9.806500,0.1897000,-0.0561000,0.0556000,-14.440,-28.440,32.000,359.110,-82.990,-157.170,1,60.448,-1.09000,-0.750000,-0.319436
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,24000.0,2019-09-08 11:07:43:546,-0.615100,-0.480900,9.893700,0.002200,-0.008000,9.806600,0.0805000,-0.0153000,0.0106000,-14.060,-28.250,31.940,358.250,-82.850,-157.940,1,60.800,-1.56000,0.977778,-0.459836
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,24100.0,2019-09-08 11:07:43:645,-0.496100,-0.744900,10.315700,0.003300,-0.018900,9.806600,-0.0440000,0.0188000,-0.0485000,-14.690,-27.310,31.750,356.720,-82.830,-157.820,1,60.278,-3.47000,-1.450000,-1.014059
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,24200.0,2019-09-08 11:07:43:745,-0.502600,0.113200,10.060700,-0.017900,0.002800,9.806600,-0.0694000,-0.0434000,0.0375000,-14.190,-28.190,32.000,359.250,-82.920,-157.040,1,60.869,-2.66000,1.641667,-0.784969
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,24300.0,2019-09-08 11:07:43:846,-0.692700,-1.735100,9.769800,-0.014700,-0.030200,9.806500,-0.1809000,0.0273000,-0.0168000,-14.000,-28.250,31.810,2.070,-82.790,-154.520,1,61.290,7.70000,1.169444,2.287996
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,24400.0,2019-09-08 11:07:43:946,0.658000,0.785600,9.026500,-0.015400,0.056600,9.806400,-0.2091000,0.0155000,-0.0632000,-14.060,-27.940,31.500,2.660,-83.120,-153.990,1,60.664,-5.80000,-1.738889,-1.705823
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,24500.0,2019-09-08 11:07:44:045,-0.323400,-0.598200,9.958200,-0.023000,0.039600,9.806500,0.0437000,-0.0308000,-0.0011000,-13.940,-28.250,31.880,3.070,-82.960,-153.620,1,60.880,1.33000,0.600000,0.392556
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,24600.0,2019-09-08 11:07:44:145,-0.661400,0.077600,9.795900,-0.008500,0.007300,9.806600,-0.0634000,-0.0854000,0.0414000,-14.120,-27.870,31.310,2.300,-82.840,-153.650,1,60.818,0.67000,-0.172222,0.197552
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,24700.0,2019-09-08 11:07:44:245,-0.736100,-0.623100,9.365800,-0.018400,0.034500,9.806500,0.1712000,-0.0118000,-0.0383000,-14.560,-27.870,31.380,1.570,-82.990,-152.770,1,60.728,4.76000,-0.250000,1.401428
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,24800.0,2019-09-08 11:07:44:345,0.034600,0.685600,10.624700,0.029300,-0.028100,9.806500,0.0422000,0.0221000,-0.0444000,-14.870,-27.310,31.690,1.980,-82.960,-153.110,1,61.034,-3.89000,0.850000,-1.151056
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,24900.0,2019-09-08 11:07:44:445,-0.766200,-1.594100,9.569600,0.032000,-0.012800,9.806500,-0.0269000,-0.0053000,-0.0716000,-14.250,-27.750,31.250,359.700,-82.850,-155.970,1,61.013,5.58000,-0.058333,1.650560
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,25000.0,2019-09-08 11:07:44:546,-0.029300,-0.327000,9.106000,0.011700,0.037400,9.806500,-0.0432000,0.0877000,-0.0935000,-14.310,-27.940,31.500,358.100,-83.140,-158.080,1,61.376,-0.99000,1.008333,-0.294584
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,25100.0,2019-09-08 11:07:44:645,0.500200,-1.683200,9.433900,0.005300,0.041100,9.806500,-0.1213000,0.0270000,-0.0633000,-14.120,-27.870,31.630,357.380,-83.350,-158.730,1,61.193,0.89000,-0.508333,0.264038
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,25200.0,2019-09-08 11:07:44:746,1.105200,-0.275200,9.052200,0.015900,0.007700,9.806600,-0.1630000,0.0208000,-0.0855000,-13.750,-28.120,31.310,356.320,-83.410,-159.000,1,61.621,2.62000,1.188889,0.782717
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,25300.0,2019-09-08 11:07:44:845,0.031200,-0.245700,9.217800,0.003700,0.013700,9.806600,0.1375000,0.0897000,-0.0695000,-13.560,-28.440,31.810,356.200,-83.590,-159.800,1,61.546,0.78000,-0.208333,0.232739
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,25400.0,2019-09-08 11:07:44:945,0.304200,-0.217000,10.333600,0.018400,-0.006000,9.806600,0.1399000,0.0084000,0.0212000,-13.750,-27.940,31.310,356.020,-83.540,-159.280,1,61.690,0.07000,0.400000,0.020936
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,25500.0,2019-09-08 11:07:45:046,0.195200,-1.229000,10.617300,0.012300,-0.008500,9.806600,-0.1141000,0.0014000,-0.0090000,-13.370,-28.060,32.000,356.300,-83.440,-161.220,1,61.646,0.94000,-0.122222,0.280936
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,25600.0,2019-09-08 11:07:45:146,-0.150200,-1.412900,9.461900,0.001900,0.022100,9.806500,-0.1707000,0.0277000,-0.0559000,-13.190,-28.500,31.190,353.610,-83.600,-163.010,1,61.747,-0.10000,0.280556,-0.029936
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,25700.0,2019-09-08 11:07:45:245,0.195700,-0.181900,9.799300,-0.007500,0.034500,9.806500,0.2210000,-0.0058000,-0.0243000,-13.750,-28.370,31.500,352.290,-83.800,-163.370,1,61.618,-1.19000,-0.358333,-0.355492
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,27,25800.0,2019-09-08 11:07:45:345,0.023500,-1.185500,11.005200,0.014400,-0.065600,9.806400,0.2543000,-0.0495000,0.0582000,-13.310,-28.000,31.250,353.220,-83.890,-163.390,1,61.812,2.74000,0.538889,0.821104
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,26,25900.0,2019-09-08 11:07:45:447,0.285800,-2.220400,10.652700,0.020100,-0.107200,9.806000,-0.1951000,0.0301000,0.0031000,-13.750,-28.940,30.940,351.680,-83.180,-163.120,1,62.248,2.53000,1.211111,0.763521
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,26,26000.0,2019-09-08 11:07:45:546,-1.459800,-0.673800,10.049500,-0.029200,0.054500,9.806400,-0.1110000,-0.0831000,0.0594000,-13.940,-28.310,31.630,353.320,-83.110,-162.370,1,62.370,-0.89000,0.338889,-0.269117
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,26,26100.0,2019-09-08 11:07:45:646,-0.635100,-0.380400,9.900700,-0.025700,0.073000,9.806300,0.1133000,0.0561000,-0.0692000,-13.940,-28.000,31.630,354.170,-83.530,-161.640,1,62.597,1.54000,0.630556,0.467357
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,26,26200.0,2019-09-08 11:07:45:745,0.416700,-1.571300,10.029900,0.025900,-0.046700,9.806400,0.0391000,-0.0061000,-0.0058000,-14.120,-28.120,32.190,352.490,-83.330,-163.130,1,62.298,-5.51000,-0.830556,-1.664181
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,26,26300.0,2019-09-08 11:07:45:845,-0.485500,-0.267800,9.374200,0.032500,-0.047000,9.806400,-0.0727000,-0.0044000,-0.0096000,-13.500,-28.940,31.190,352.200,-83.400,-164.220,1,62.924,1.85000,1.738889,0.564369
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,26,26400.0,2019-09-08 11:07:45:945,-0.363900,0.880800,8.872100,-0.014700,0.057300,9.806400,-0.0846000,0.0027000,-0.0104000,-13.370,-28.310,31.750,353.090,-83.490,-164.120,1,63.061,1.15000,0.380556,0.351588
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,26,26500.0,2019-09-08 11:07:46:045,-0.138500,0.212500,9.881500,-0.005900,0.055700,9.806500,-0.0006000,-0.0084000,-0.0504000,-13.190,-28.560,31.440,351.460,-83.950,-164.970,1,62.784,-1.50000,-0.769444,-0.456578
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,26,26600.0,2019-09-08 11:07:46:145,-0.832700,0.263400,10.817600,0.036200,-0.027600,9.806500,-0.0011000,-0.0602000,-0.0557000,-13.250,-28.250,31.690,350.020,-83.970,-166.970,1,62.910,0.08000,0.350000,0.024400
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,26,26700.0,2019-09-08 11:07:46:245,1.326800,1.633500,10.041000,0.017300,-0.017300,9.806600,0.3186000,-0.1184000,0.0733000,-12.810,-28.440,31.500,345.630,-83.660,-170.900,1,63.378,-0.64000,1.300000,-0.196650
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,26,26800.0,2019-09-08 11:07:46:345,-0.220100,-0.388100,9.732400,0.000600,0.035000,9.806600,0.3042000,-0.0157000,0.0035000,-13.000,-28.000,31.310,344.120,-83.600,-171.580,1,63.155,1.77000,-0.619444,0.541946
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,26900.0,2019-09-08 11:07:46:445,-0.374000,-0.483900,8.624800,0.026600,-0.059900,9.806300,-0.2187000,0.0021000,0.0066000,-13.060,-28.310,31.440,344.110,-83.460,-171.550,1,63.212,-1.05000,0.158333,-0.321783
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,27000.0,2019-09-08 11:07:46:546,0.124700,1.205100,10.199400,-0.012900,0.049000,9.806400,0.2551000,-0.0071000,-0.0070000,-12.750,-28.690,31.190,343.930,-83.710,-171.730,1,62.856,0.05000,-0.988889,0.015237
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,27100.0,2019-09-08 11:07:46:645,1.162800,0.397100,9.805900,-0.000200,0.031600,9.806600,0.2474000,-0.0107000,-0.0264000,-12.500,-28.500,31.500,345.740,-83.960,-172.410,1,63.230,-0.89000,1.038889,-0.272827
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,27200.0,2019-09-08 11:07:46:745,0.111100,0.399200,9.941900,-0.005200,0.014400,9.806600,0.1058000,0.0636000,-0.0102000,-12.750,-28.750,31.310,343.560,-83.670,-172.050,1,63.281,-3.00000,0.141667,-0.920385
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,27300.0,2019-09-08 11:07:46:846,-0.295400,0.501500,9.830400,-0.029300,0.043600,9.806500,0.0785000,0.0173000,0.0425000,-12.620,-28.500,31.380,344.360,-83.690,-171.390,1,63.162,1.91000,-0.330556,0.584876
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,27400.0,2019-09-08 11:07:46:946,0.383800,-0.864900,11.404500,0.014400,-0.080700,9.806200,-0.2730000,-0.0610000,0.0894000,-12.750,-28.560,31.310,346.040,-83.340,-169.730,1,63.036,1.05000,-0.350000,0.320888
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,27500.0,2019-09-08 11:07:47:046,-0.389400,0.378700,9.031300,0.022900,-0.108100,9.806000,-0.2653000,-0.0144000,0.0019000,-12.810,-27.810,31.310,348.120,-83.180,-167.880,1,63.457,-5.22000,1.169444,-1.605924
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,27600.0,2019-09-08 11:07:47:145,0.336200,0.012100,8.972400,-0.029100,0.049100,9.806500,0.1692000,-0.0364000,0.0667000,-13.120,-27.940,31.130,348.480,-83.080,-167.530,1,63.580,1.19000,0.341667,0.366811
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,27700.0,2019-09-08 11:07:47:246,-0.405800,-0.568700,9.141800,-0.014600,0.049300,9.806500,0.0262000,0.0311000,-0.0327000,-13.190,-28.440,31.130,350.280,-83.520,-165.990,1,63.457,-1.34000,-0.341667,-0.412249
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,27800.0,2019-09-08 11:07:47:345,-0.615800,-0.411400,10.299500,0.011200,-0.022200,9.806600,-0.0637000,0.0491000,-0.0540000,-13.190,-28.500,31.000,349.980,-83.740,-166.300,1,63.216,0.64000,-0.669444,0.196147
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,27900.0,2019-09-08 11:07:47:445,0.079400,0.024500,9.705400,0.012300,-0.045100,9.806500,-0.0431000,0.0369000,-0.0194000,-13.500,-28.000,31.440,348.590,-83.570,-167.530,1,63.169,2.14000,-0.130556,0.655379
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,29,28000.0,2019-09-08 11:07:47:545,1.580200,1.543400,9.594500,-0.006100,0.025400,9.806500,-0.1107000,0.0941000,-0.0473000,-13.250,-28.120,31.380,348.470,-83.690,-167.660,1,63.536,-0.45000,1.019444,-0.138614
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,29,28100.0,2019-09-08 11:07:47:645,0.646600,-1.444200,9.283300,-0.028900,0.038200,9.806500,-0.0919000,-0.0061000,0.0256000,-14.120,-28.560,31.130,349.090,-83.730,-165.530,1,63.378,-0.01000,-0.438889,-0.003073
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,29,28200.0,2019-09-08 11:07:47:746,-0.387700,-0.135400,10.926600,-0.014400,-0.006000,9.806600,-0.1433000,-0.0505000,0.0175000,-13.500,-28.310,30.500,351.650,-83.770,-164.800,1,63.547,-1.33000,0.469444,-0.409752
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,29,28300.0,2019-09-08 11:07:47:846,0.271200,0.351100,10.657600,-0.012300,-0.039200,9.806500,0.1821000,0.0201000,0.0312000,-14.120,-28.560,31.440,351.930,-83.500,-162.940,1,63.479,-1.86000,-0.188889,-0.572424
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,29,28400.0,2019-09-08 11:07:47:945,0.305900,-0.889400,10.665100,0.006600,-0.016200,9.806600,0.1855000,0.0008000,0.0271000,-13.440,-28.560,31.130,353.450,-83.120,-163.080,1,63.634,0.30000,0.430556,0.092552
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,29,28500.0,2019-09-08 11:07:48:045,-0.410900,-3.489400,11.200600,-0.005200,-0.023000,9.806600,-0.6258000,0.0865000,-0.0633000,-13.620,-28.440,31.750,352.250,-82.960,-163.300,1,63.612,-0.52000,-0.061111,-0.160368
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,29,28600.0,2019-09-08 11:07:48:146,-0.287500,1.745500,8.560900,-0.025100,0.087000,9.806200,-0.5212000,0.0416000,-0.0821000,-13.810,-28.250,31.060,352.660,-83.690,-162.330,1,63.418,-1.37000,-0.538889,-0.421219
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,29,28700.0,2019-09-08 11:07:48:245,-0.951100,1.421200,9.176800,-0.038300,0.087500,9.806100,0.4114000,0.0060000,-0.0353000,-13.560,-28.310,30.810,353.190,-83.800,-161.860,1,63.313,0.65000,-0.291667,0.199518
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,29,28800.0,2019-09-08 11:07:48:345,-0.310300,-0.091500,10.546000,0.039700,-0.093200,9.806100,0.4253000,-0.0047000,0.0364000,-13.870,-28.690,31.440,351.680,-83.660,-163.190,1,63.637,-1.01000,0.900000,-0.311606
52.40558000,-1.59622900,177.950,16.7800,3.00,169.130,28,28900.0,2019-09-08 11:07:48:446,0.750100,0.193900,9.869100,0.034900,-0.072000,9.806300,-0.1920000,0.0392000,-0.0403000,-14.120,-28.120,31.500,350.040,-82.970,-165.280,1,64.015,-2.28000,1.050000,-0.707606
52.40423600,-1.59579000,177.360,17.8200,2.00,167.310,28,29000.0,2019-09-08 11:07:48:546,0.874000,0.150700,9.857500,0.013200,0.008300,9.806600,0.1423000,-0.0219000,0.0966000,-13.750,-28.060,31.380,349.170,-83.280,-165.420,1,64.145,-1.37000,0.361111,-0.426048
52.40423600,-1.59579000,177.360,17.8200,2.00,167.310,28,29100.0,2019-09-08 11:07:48:645,-0.241500,-0.020700,9.108000,-0.016900,0.037300,9.806500,0.0805000,0.0345000,0.0012000,-13.370,-27.810,31.750,350.800,-83.370,-166.170,1,64.055,1.71000,-0.250000,0.531036
52.40423600,-1.59579000,177.360,17.8200,2.00,167.310,28,29200.0,2019-09-08 11:07:48:745,0.753800,-1.748200,9.672900,-0.000800,-0.020500,9.806600,-0.0245000,-0.0238000,-0.0270000,-13.440,-28.250,30.440,348.740,-83.420,-166.660,1,64.008,-1.42000,-0.130556,-0.440654
52.40423600,-1.59579000,177.360,17.8200,2.00,167.310,28,29300.0,2019-09-08 11:07:48:846,0.208300,-0.332700,10.454200,0.008900,-0.017800,9.806600,-0.0110000,0.0059000,-0.0322000,-13.810,-28.370,31.310,348.060,-83.300,-166.420,1,64.357,-0.42000,0.969444,-0.131045
52.40423600,-1.59579000,177.360,17.8200,2.00,167.310,28,29400.0,2019-09-08 11:07:48:945,0.102700,1.107200,9.582300,-0.003200,0.016000,9.806600,0.0710000,-0.0460000,-0.0040000,-13.310,-27.690,30.880,349.420,-83.400,-166.760,1,64.447,-1.93000,0.250000,-0.603024
52.40423600,-1.59579000,177.360,17.8200,2.00,167.310,28,29500.0,2019-09-08 11:07:49:045,-0.092500,-1.057300,9.425200,0.002200,0.010300,9.806500,0.0278000,-0.0054000,0.0279000,-13.440,-28.250,31.380,348.650,-83.330,-167.430,1,64.501,-1.23000,0.150000,-0.384633
52.40423600,-1.59579000,177.360,17.8200,2.00,167.310,28,29600.0,2019-09-08 11:07:49:145,0.638900,-0.130200,10.003900,0.002000,0.012900,9.806600,0.0305000,-0.0504000,0.0333000,-13.370,-28.120,31.130,348.290,-83.340,-167.760,1,64.818,-0.89000,0.880556,-0.279679
52.40423600,-1.59579000,177.360,17.8200,2.00,167.310,28,29700.0,2019-09-08 11:07:49:245,-0.020400,-0.656100,9.460800,0.005200,0.010300,9.806600,-0.0035000,-0.0282000,0.0054000,-13.560,-28.250,31.250,345.900,-83.490,-168.410,1,64.912,1.72000,0.261111,0.541288
52.40423600,-1.59579000,177.360,17.8200,2.00,167.310,28,29800.0,2019-09-08 11:07:49:345,0.641400,-0.141000,9.350400,0.001700,0.006400,9.806600,-0.0525000,0.0535000,-0.0415000,-14.120,-29.120,31.940,346.240,-83.540,-168.780,1,65.020,1.98000,0.300000,0.624147
52.40423600,-1.59579000,177.360,17.8200,2.00,167.310,28,29900.0,2019-09-08 11:07:49:446,0.419100,-0.617400,10.169700,0.008200,-0.004500,9.806600,0.0570000,-0.0012000,0.0130000,-12.750,-28.690,31.810,346.890,-83.480,-169.680,1,65.056,-3.28000,0.100000,-1.034513
